TIMESTAMP;ID_SENSOR;CULTURA;FASE_CULTURA;TEMPERATURA_AR_C;UMIDADE_AR_PERC;PH_SOLO;UMIDADE_SOLO_PERC;N_PRESENTE;P_PRESENTE;K_PRESENTE;BOMBA_LIGADA
2025-10-01 09:50:00;ESP32_TOM_002;Tomate;Plantio;25.43;36.84;6.72;62.98;0;0;0;0
2025-10-01 10:00:00;ESP32_TOM_001;Tomate;Plantio;28.14;30.0;7.03;59.42;0;0;0;1
2025-10-01 10:10:00;ESP32_TOM_002;Tomate;Plantio;26.08;33.39;6.94;62.17;0;0;0;0
2025-10-01 10:20:00;ESP32_TOM_002;Tomate;Plantio;25.11;41.21;6.72;72.82;0;0;0;0
2025-10-01 10:30:00;ESP32_TOM_002;Tomate;Plantio;26.15;35.64;7.16;66.63;0;0;0;0
2025-10-01 10:40:00;ESP32_TOM_001;Tomate;Plantio;26.26;41.31;6.2;62.47;0;0;0;0
2025-10-01 10:50:00;ESP32_TOM_001;Tomate;Plantio;26.38;30.0;5.7;75.96;0;0;0;0
2025-10-01 11:00:00;ESP32_TOM_002;Tomate;Plantio;25.52;37.93;6.74;59.14;0;0;0;0
2025-10-01 11:10:00;ESP32_TOM_002;Tomate;Plantio;25.85;39.53;6.63;63.78;0;0;1;0
2025-10-01 11:20:00;ESP32_TOM_002;Tomate;Plantio;26.45;44.1;6.06;78.75;1;0;0;0
2025-10-01 11:30:00;ESP32_TOM_002;Tomate;Plantio;24.07;39.77;7.55;73.16;0;0;0;0
2025-10-01 11:40:00;ESP32_TOM_001;Tomate;Plantio;23.0;36.2;5.99;85.97;0;0;1;0
2025-10-01 11:50:00;ESP32_TOM_001;Tomate;Plantio;24.51;31.8;7.06;61.8;0;0;1;0
2025-10-01 12:00:00;ESP32_TOM_001;Tomate;Plantio;23.61;35.22;7.07;51.79;0;0;0;1
2025-10-01 12:10:00;ESP32_TOM_002;Tomate;Plantio;23.35;41.03;6.83;63.73;1;0;0;0
2025-10-01 12:20:00;ESP32_TOM_002;Tomate;Plantio;21.58;39.35;6.25;75.67;0;0;0;0
2025-10-01 12:30:00;ESP32_TOM_001;Tomate;Plantio;25.09;43.17;6.71;84.4;0;0;0;0
2025-10-01 12:40:00;ESP32_TOM_002;Tomate;Plantio;20.57;51.2;7.48;71.27;0;0;0;0
2025-10-01 12:50:00;ESP32_TOM_002;Tomate;Plantio;23.6;41.02;6.41;73.6;0;1;0;0
2025-10-01 13:00:00;ESP32_TOM_002;Tomate;Plantio;20.22;55.62;6.4;69.07;1;0;0;0
2025-10-01 13:10:00;ESP32_TOM_002;Tomate;Plantio;23.21;46.61;6.58;79.75;0;0;0;0
2025-10-01 13:20:00;ESP32_TOM_001;Tomate;Plantio;22.19;50.16;6.67;65.86;0;0;0;0
2025-10-01 13:30:00;ESP32_TOM_001;Tomate;Plantio;21.63;49.06;7.16;60.03;0;0;0;0
2025-10-01 13:40:00;ESP32_TOM_001;Tomate;Plantio;20.81;56.81;7.63;82.27;0;0;0;0
2025-10-01 13:50:00;ESP32_TOM_001;Tomate;Plantio;21.81;53.83;6.68;65.57;0;0;0;0
2025-10-01 14:00:00;ESP32_TOM_002;Tomate;Plantio;21.22;48.68;6.56;61.88;1;0;0;0
2025-10-01 14:10:00;ESP32_TOM_001;Tomate;Plantio;22.81;39.76;6.71;81.83;0;1;0;0
2025-10-01 14:20:00;ESP32_TOM_001;Tomate;Plantio;20.97;46.41;6.51;71.16;0;0;0;0
2025-10-01 14:30:00;ESP32_TOM_001;Tomate;Plantio;24.3;32.79;6.32;72.5;1;0;1;0
2025-10-01 14:40:00;ESP32_TOM_002;Tomate;Plantio;17.88;46.97;6.03;77.05;0;0;0;0
2025-10-01 14:50:00;ESP32_TOM_002;Tomate;Plantio;22.02;48.84;5.92;68.51;0;0;1;0
2025-10-01 15:00:00;ESP32_TOM_001;Tomate;Plantio;23.11;47.0;7.36;48.07;0;0;0;1
2025-10-01 15:10:00;ESP32_TOM_002;Tomate;Plantio;18.71;52.27;6.23;62.99;1;0;0;0
2025-10-01 15:20:00;ESP32_TOM_001;Tomate;Plantio;20.04;53.0;5.56;60.03;0;0;0;0
2025-10-01 15:30:00;ESP32_TOM_001;Tomate;Plantio;20.15;51.07;5.82;63.94;0;0;0;0
2025-10-01 15:40:00;ESP32_TOM_002;Tomate;Plantio;21.03;45.48;7.07;77.25;0;1;0;0
2025-10-01 15:50:00;ESP32_TOM_002;Tomate;Plantio;19.97;45.07;6.34;68.21;0;0;0;0
2025-10-01 16:00:00;ESP32_TOM_002;Tomate;Plantio;18.96;50.3;6.33;88.75;0;0;0;0
2025-10-01 16:10:00;ESP32_TOM_001;Tomate;Plantio;19.77;54.13;5.81;77.95;0;0;1;0
2025-10-01 16:20:00;ESP32_TOM_001;Tomate;Plantio;16.76;67.34;7.03;61.55;0;0;1;0
2025-10-01 16:30:00;ESP32_TOM_001;Tomate;Plantio;18.87;48.83;6.98;85.09;1;0;0;0
2025-10-01 16:40:00;ESP32_TOM_001;Tomate;Plantio;18.61;48.74;6.41;68.4;1;0;0;0
2025-10-01 16:50:00;ESP32_TOM_001;Tomate;Plantio;19.44;63.88;6.56;65.74;0;0;1;0
2025-10-01 17:00:00;ESP32_TOM_001;Tomate;Plantio;19.09;52.93;6.23;62.84;1;0;0;0
2025-10-01 17:10:00;ESP32_TOM_002;Tomate;Plantio;18.27;57.58;6.68;73.44;0;0;1;0
2025-10-01 17:20:00;ESP32_TOM_001;Tomate;Plantio;20.13;58.11;6.21;58.15;1;0;0;0
2025-10-01 17:30:00;ESP32_TOM_001;Tomate;Plantio;18.69;49.49;6.71;78.63;0;0;1;0
2025-10-01 17:40:00;ESP32_TOM_001;Tomate;Plantio;19.88;47.14;6.71;65.66;0;0;0;0
2025-10-01 17:50:00;ESP32_TOM_001;Tomate;Plantio;23.02;42.16;6.43;63.86;0;0;0;0
2025-10-01 18:00:00;ESP32_TOM_002;Tomate;Plantio;21.56;41.97;5.55;59.89;0;0;0;1
2025-10-01 18:10:00;ESP32_TOM_001;Tomate;Plantio;18.74;52.5;7.46;50.36;0;1;0;1
2025-10-01 18:20:00;ESP32_TOM_001;Tomate;Plantio;20.12;49.89;6.41;72.5;1;0;0;0
2025-10-01 18:30:00;ESP32_TOM_002;Tomate;Plantio;19.07;50.04;6.46;79.23;0;0;0;0
2025-10-01 18:40:00;ESP32_TOM_001;Tomate;Plantio;19.09;45.85;6.26;74.65;0;1;0;0
2025-10-01 18:50:00;ESP32_TOM_001;Tomate;Plantio;18.65;49.01;6.4;76.06;0;0;0;0
2025-10-01 19:00:00;ESP32_TOM_002;Tomate;Plantio;17.84;52.94;6.05;67.7;0;0;0;0
2025-10-01 19:10:00;ESP32_TOM_002;Tomate;Plantio;16.53;63.82;7.01;74.69;0;0;1;0
2025-10-01 19:20:00;ESP32_TOM_001;Tomate;Plantio;16.66;54.97;6.84;70.57;0;0;0;0
2025-10-01 19:30:00;ESP32_TOM_001;Tomate;Plantio;18.92;57.82;6.41;66.99;0;0;0;0
2025-10-01 19:40:00;ESP32_TOM_001;Tomate;Plantio;19.84;54.56;6.76;62.15;0;0;0;0
2025-10-01 19:50:00;ESP32_TOM_002;Tomate;Plantio;18.11;55.8;5.99;95.0;1;0;0;0
2025-10-01 20:00:00;ESP32_TOM_001;Tomate;Plantio;19.73;47.66;6.1;56.21;1;0;0;0
2025-10-01 20:10:00;ESP32_TOM_002;Tomate;Plantio;18.56;52.95;7.24;67.2;0;0;0;0
2025-10-01 20:20:00;ESP32_TOM_001;Tomate;Plantio;20.88;37.09;6.15;76.22;0;0;0;0
2025-10-01 20:30:00;ESP32_TOM_001;Tomate;Plantio;18.92;57.28;5.8;55.93;0;0;0;1
2025-10-01 20:40:00;ESP32_TOM_002;Tomate;Plantio;18.1;48.02;6.84;64.13;1;1;0;0
2025-10-01 20:50:00;ESP32_TOM_002;Tomate;Plantio;21.2;48.3;6.47;58.49;1;0;0;0
2025-10-01 21:00:00;ESP32_TOM_002;Tomate;Plantio;22.1;45.65;6.95;83.6;0;0;1;0
2025-10-01 21:10:00;ESP32_TOM_002;Tomate;Plantio;22.62;47.16;6.19;79.43;1;0;0;0
2025-10-01 21:20:00;ESP32_TOM_002;Tomate;Plantio;18.45;53.98;5.49;48.49;0;0;0;1
2025-10-01 21:30:00;ESP32_TOM_001;Tomate;Plantio;23.65;46.97;6.78;66.49;0;0;1;0
2025-10-01 21:40:00;ESP32_TOM_002;Tomate;Plantio;20.21;41.48;5.91;66.9;0;1;0;0
2025-10-01 21:50:00;ESP32_TOM_002;Tomate;Plantio;22.8;45.5;7.27;66.88;0;0;1;0
2025-10-01 22:00:00;ESP32_TOM_001;Tomate;Plantio;23.13;44.1;6.29;58.85;1;0;0;0
2025-10-01 22:10:00;ESP32_TOM_002;Tomate;Plantio;17.78;56.86;7.14;66.35;0;0;0;0
2025-10-01 22:20:00;ESP32_TOM_002;Tomate;Plantio;20.12;43.63;6.97;69.62;0;0;1;0
2025-10-01 22:30:00;ESP32_TOM_002;Tomate;Plantio;23.54;41.92;6.23;78.32;0;0;0;0
2025-10-01 22:40:00;ESP32_TOM_002;Tomate;Plantio;23.23;42.24;6.33;61.51;0;0;0;0
2025-10-01 22:50:00;ESP32_TOM_002;Tomate;Plantio;19.95;40.52;6.18;70.62;0;0;0;0
2025-10-01 23:00:00;ESP32_TOM_002;Tomate;Plantio;23.01;41.97;6.46;61.19;0;1;0;0
2025-10-01 23:10:00;ESP32_TOM_002;Tomate;Plantio;21.27;52.3;6.07;69.81;0;0;1;0
2025-10-01 23:20:00;ESP32_TOM_002;Tomate;Plantio;22.28;45.13;5.97;51.37;0;0;1;1
2025-10-01 23:30:00;ESP32_TOM_001;Tomate;Plantio;23.92;47.74;6.58;89.79;0;0;1;0
2025-10-01 23:40:00;ESP32_TOM_001;Tomate;Plantio;23.6;33.37;7.05;65.91;0;0;1;0
2025-10-01 23:50:00;ESP32_TOM_002;Tomate;Plantio;22.8;47.48;6.97;74.96;0;0;0;0
2025-10-02 00:00:00;ESP32_TOM_001;Tomate;Plantio;21.91;50.34;6.39;59.18;0;0;0;0
2025-10-02 00:10:00;ESP32_TOM_001;Tomate;Plantio;22.11;53.03;7.04;85.74;0;0;0;0
2025-10-02 00:20:00;ESP32_TOM_002;Tomate;Plantio;25.87;41.46;6.52;93.2;0;0;0;0
2025-10-02 00:30:00;ESP32_TOM_002;Tomate;Plantio;24.84;38.52;6.84;75.09;1;0;0;0
2025-10-02 00:40:00;ESP32_TOM_002;Tomate;Plantio;23.57;36.16;6.04;68.12;0;1;0;0
2025-10-02 00:50:00;ESP32_TOM_002;Tomate;Plantio;26.39;31.88;6.45;64.96;0;1;1;0
2025-10-02 01:00:00;ESP32_TOM_002;Tomate;Crescimento;26.37;32.15;6.41;70.54;0;0;1;0
2025-10-02 01:10:00;ESP32_TOM_001;Tomate;Crescimento;22.37;44.7;6.99;45.67;1;0;0;1
2025-10-02 01:20:00;ESP32_TOM_002;Tomate;Crescimento;24.37;36.61;6.33;84.82;0;0;1;0
2025-10-02 01:30:00;ESP32_TOM_002;Tomate;Crescimento;24.79;44.48;5.96;72.73;0;0;1;0
2025-10-02 01:40:00;ESP32_TOM_001;Tomate;Crescimento;28.24;35.57;6.27;78.47;0;0;1;0
2025-10-02 01:50:00;ESP32_TOM_001;Tomate;Crescimento;25.99;43.34;5.55;57.81;0;0;1;1
2025-10-02 02:00:00;ESP32_TOM_001;Tomate;Crescimento;26.28;35.19;6.03;56.93;0;0;0;0
2025-10-02 02:10:00;ESP32_TOM_002;Tomate;Crescimento;27.07;30.0;6.2;61.41;0;0;0;0
2025-10-02 02:20:00;ESP32_TOM_001;Tomate;Crescimento;28.17;30.0;6.87;79.17;0;0;0;0
2025-10-02 02:30:00;ESP32_TOM_001;Tomate;Crescimento;29.13;30.0;6.81;58.23;0;0;0;0
2025-10-02 02:40:00;ESP32_TOM_002;Tomate;Crescimento;27.0;30.0;6.3;91.42;0;0;0;0
2025-10-02 02:50:00;ESP32_TOM_001;Tomate;Crescimento;23.43;30.38;6.84;67.42;0;0;0;0
2025-10-02 03:00:00;ESP32_TOM_001;Tomate;Crescimento;26.53;31.41;5.68;75.83;0;1;0;0
2025-10-02 03:10:00;ESP32_TOM_001;Tomate;Crescimento;26.88;30.0;6.4;81.32;0;0;1;0
2025-10-02 03:20:00;ESP32_TOM_002;Tomate;Crescimento;29.75;30.0;6.51;70.77;1;0;0;0
2025-10-02 03:30:00;ESP32_TOM_001;Tomate;Crescimento;30.3;30.0;6.2;65.43;0;1;0;0
2025-10-02 03:40:00;ESP32_TOM_002;Tomate;Crescimento;28.44;30.0;6.89;82.86;0;0;1;0
2025-10-02 03:50:00;ESP32_TOM_001;Tomate;Crescimento;29.5;30.0;6.98;74.72;0;0;0;0
2025-10-02 04:00:00;ESP32_TOM_001;Tomate;Crescimento;29.6;30.0;6.73;65.82;0;0;0;0
2025-10-02 04:10:00;ESP32_TOM_002;Tomate;Crescimento;29.25;30.0;5.9;70.08;1;0;1;0
2025-10-02 04:20:00;ESP32_TOM_001;Tomate;Crescimento;27.59;33.92;6.46;76.21;0;0;1;0
2025-10-02 04:30:00;ESP32_TOM_002;Tomate;Crescimento;28.34;36.12;5.46;66.64;0;0;1;0
2025-10-02 04:40:00;ESP32_TOM_001;Tomate;Crescimento;29.06;30.97;5.94;79.12;1;0;0;0
2025-10-02 04:50:00;ESP32_TOM_001;Tomate;Crescimento;26.71;35.97;6.55;63.6;0;0;0;0
2025-10-02 05:00:00;ESP32_TOM_001;Tomate;Crescimento;28.27;36.85;6.87;64.17;0;0;0;0
2025-10-02 05:10:00;ESP32_TOM_002;Tomate;Crescimento;29.33;30.0;5.94;64.53;0;1;0;0
2025-10-02 05:20:00;ESP32_TOM_002;Tomate;Crescimento;28.69;30.0;5.96;57.23;1;0;0;1
2025-10-02 05:30:00;ESP32_TOM_002;Tomate;Crescimento;26.51;41.22;6.65;72.97;0;1;0;0
2025-10-02 05:40:00;ESP32_TOM_002;Tomate;Crescimento;31.0;30.0;7.48;75.3;1;0;1;0
2025-10-02 05:50:00;ESP32_TOM_002;Tomate;Crescimento;27.03;33.06;5.38;76.19;0;0;0;0
2025-10-02 06:00:00;ESP32_TOM_002;Tomate;Crescimento;24.52;34.79;6.48;71.12;0;0;0;0
2025-10-02 06:10:00;ESP32_TOM_001;Tomate;Crescimento;29.87;30.0;6.71;73.84;0;0;1;0
2025-10-02 06:20:00;ESP32_TOM_002;Tomate;Crescimento;30.01;30.0;6.19;58.31;0;0;0;0
2025-10-02 06:30:00;ESP32_TOM_001;Tomate;Crescimento;32.22;30.0;6.53;82.46;0;1;0;0
2025-10-02 06:40:00;ESP32_TOM_002;Tomate;Crescimento;30.52;30.0;6.18;84.92;0;0;0;0
2025-10-02 06:50:00;ESP32_TOM_002;Tomate;Crescimento;27.9;30.0;6.69;69.89;0;0;0;0
2025-10-02 07:00:00;ESP32_TOM_001;Tomate;Crescimento;29.14;36.02;6.76;80.03;0;0;0;0
2025-10-02 07:10:00;ESP32_TOM_002;Tomate;Crescimento;27.35;30.0;6.15;67.75;0;0;0;0
2025-10-02 07:20:00;ESP32_TOM_002;Tomate;Crescimento;29.6;30.0;6.86;57.24;0;1;0;0
2025-10-02 07:30:00;ESP32_TOM_002;Tomate;Crescimento;26.92;30.0;6.46;74.98;0;0;0;0
2025-10-02 07:40:00;ESP32_TOM_001;Tomate;Crescimento;27.99;31.92;6.55;65.96;0;1;0;0
2025-10-02 07:50:00;ESP32_TOM_002;Tomate;Crescimento;31.46;30.0;6.36;78.4;0;0;0;0
2025-10-02 08:00:00;ESP32_TOM_001;Tomate;Crescimento;30.29;30.0;6.33;58.26;0;0;0;0
2025-10-02 08:10:00;ESP32_TOM_001;Tomate;Crescimento;28.17;32.4;6.85;67.63;0;0;0;0
2025-10-02 08:20:00;ESP32_TOM_001;Tomate;Crescimento;27.07;30.0;5.67;69.41;0;0;0;0
2025-10-02 08:30:00;ESP32_TOM_001;Tomate;Crescimento;26.68;35.4;7.33;80.23;0;0;0;0
2025-10-02 08:40:00;ESP32_TOM_001;Tomate;Crescimento;29.63;30.0;6.38;70.69;0;0;0;0
2025-10-02 08:50:00;ESP32_TOM_001;Tomate;Crescimento;26.32;30.0;7.35;57.2;0;0;0;1
2025-10-02 09:00:00;ESP32_TOM_001;Tomate;Crescimento;28.41;32.93;6.91;65.71;1;0;0;0
2025-10-02 09:10:00;ESP32_TOM_001;Tomate;Crescimento;26.86;33.75;6.67;55.98;0;0;0;0
2025-10-02 09:20:00;ESP32_TOM_002;Tomate;Crescimento;27.58;30.0;6.99;64.91;0;0;0;0
2025-10-02 09:30:00;ESP32_TOM_001;Tomate;Crescimento;28.13;30.0;5.19;51.93;1;1;0;1
2025-10-02 09:40:00;ESP32_TOM_002;Tomate;Crescimento;25.94;39.49;6.51;71.11;0;0;0;0
2025-10-02 09:50:00;ESP32_TOM_002;Tomate;Crescimento;29.42;30.0;6.37;71.12;1;1;0;0
2025-10-02 10:00:00;ESP32_TOM_001;Tomate;Crescimento;26.31;30.09;7.27;95.0;0;0;0;0
2025-10-02 10:10:00;ESP32_TOM_001;Tomate;Crescimento;24.91;41.29;6.94;71.62;0;1;0;0
2025-10-02 10:20:00;ESP32_TOM_001;Tomate;Crescimento;25.87;31.02;6.13;55.47;0;0;0;0
2025-10-02 10:30:00;ESP32_TOM_002;Tomate;Crescimento;24.54;40.45;5.56;63.68;0;0;0;0
2025-10-02 10:40:00;ESP32_TOM_002;Tomate;Crescimento;25.77;44.71;6.61;73.1;1;0;0;0
2025-10-02 10:50:00;ESP32_TOM_002;Tomate;Crescimento;23.62;50.23;7.23;78.17;1;0;1;0
2025-10-02 11:00:00;ESP32_TOM_001;Tomate;Crescimento;26.16;33.01;6.59;75.33;0;0;0;0
2025-10-02 11:10:00;ESP32_TOM_001;Tomate;Crescimento;21.87;52.32;7.1;76.54;0;0;0;0
2025-10-02 11:20:00;ESP32_TOM_001;Tomate;Crescimento;24.25;37.61;6.47;63.17;0;0;0;0
2025-10-02 11:30:00;ESP32_TOM_002;Tomate;Crescimento;22.09;44.77;6.04;65.81;0;0;1;0
2025-10-02 11:40:00;ESP32_TOM_002;Tomate;Crescimento;21.89;53.73;7.55;73.21;0;0;0;0
2025-10-02 11:50:00;ESP32_TOM_002;Tomate;Crescimento;24.64;38.45;6.84;75.21;0;0;0;0
2025-10-02 12:00:00;ESP32_TOM_002;Tomate;Crescimento;21.26;44.45;6.92;68.05;0;1;0;0
2025-10-02 12:10:00;ESP32_TOM_002;Tomate;Crescimento;22.09;51.5;7.75;59.1;0;0;0;1
2025-10-02 12:20:00;ESP32_TOM_002;Tomate;Crescimento;25.37;32.58;6.63;86.27;1;0;0;0
2025-10-02 12:30:00;ESP32_TOM_001;Tomate;Crescimento;28.21;33.48;6.25;62.41;0;0;0;0
2025-10-02 12:40:00;ESP32_TOM_002;Tomate;Crescimento;22.86;48.33;5.58;82.17;0;0;0;0
2025-10-02 12:50:00;ESP32_TOM_001;Tomate;Crescimento;24.11;36.88;5.39;62.29;0;0;0;0
2025-10-02 13:00:00;ESP32_TOM_002;Tomate;Crescimento;25.58;31.07;6.44;47.74;1;0;0;1
2025-10-02 13:10:00;ESP32_TOM_001;Tomate;Crescimento;25.85;34.51;7.16;79.54;1;0;0;0
2025-10-02 13:20:00;ESP32_TOM_002;Tomate;Crescimento;20.83;54.62;6.26;58.42;0;0;0;0
2025-10-02 13:30:00;ESP32_TOM_002;Tomate;Crescimento;22.72;49.59;6.64;72.8;0;0;0;0
2025-10-02 13:40:00;ESP32_TOM_001;Tomate;Crescimento;19.14;54.23;6.53;70.11;1;0;0;0
2025-10-02 13:50:00;ESP32_TOM_001;Tomate;Crescimento;21.69;53.0;6.24;68.51;0;0;0;0
2025-10-02 14:00:00;ESP32_TOM_002;Tomate;Crescimento;20.65;51.6;6.66;62.92;0;0;1;0
2025-10-02 14:10:00;ESP32_TOM_002;Tomate;Crescimento;20.16;47.71;6.92;78.6;1;0;1;0
2025-10-02 14:20:00;ESP32_TOM_001;Tomate;Crescimento;22.23;43.77;6.77;78.4;1;0;0;0
2025-10-02 14:30:00;ESP32_TOM_001;Tomate;Crescimento;18.97;54.39;6.52;75.1;1;0;0;0
2025-10-02 14:40:00;ESP32_TOM_002;Tomate;Crescimento;21.86;45.08;6.34;70.22;1;0;0;0
2025-10-02 14:50:00;ESP32_TOM_002;Tomate;Crescimento;20.93;56.11;6.0;78.94;0;0;0;0
2025-10-02 15:00:00;ESP32_TOM_002;Tomate;Crescimento;20.79;57.15;7.63;71.2;1;0;0;0
